title,date,source,author,category,label
Risk east public section man fact.,2024-10-28,CNN,Joy Mays,Technology,fake
Trade free improve clearly cold success fall key.,2024-07-17,Reuters,Brooke Li,Technology,fake
Prove style late partner eye.,2022-10-04,Daily News,Jacob Ayala,Sports,real
Sell people apply resource camera watch.,2022-10-20,NY Times,Kimberly Carlson,Technology,real
Possible whether just speech program wind truth image.,2024-10-19,Fox News,Patricia Nunez,Technology,fake
Family line quality economic simple occur cover make.,2025-03-17,The Guardian,Lawrence Sanchez,Technology,fake
Or partner he fight simply political suffer town.,2022-04-29,NY Times,Phillip Soto,Technology,real
Us they there on.,2022-12-15,Daily News,Cheryl Long,Politics,fake
Agent various fund.,2024-12-16,Fox News,Jennifer Davis,Health,fake
Free imagine here easy guess safe could.,2024-07-08,The Guardian,Dennis Smith,Technology,real
Degree character can later.,2024-01-19,BBC,Mark Collins,Science,real
Maintain team medical I nor other.,2022-08-14,Global Times,Douglas Stewart,Technology,fake
Enjoy president mind thank.,2024-02-26,Fox News,Karen Campbell,Health,fake
Sell production beautiful get six section PM.,2022-07-11,CNN,Jeff Randolph,Science,fake
Benefit increase friend maintain company peace.,2022-10-04,Daily News,Michael Wheeler,Politics,real
Wear nice of small skill.,2024-04-30,Global Times,Clayton Ryan,Science,real
Continue social partner our.,2024-12-02,CNN,Susan Schmitt,Entertainment,fake
Name professor nearly president enough century.,2023-04-12,NY Times,David Wagner,Politics,real
Drug action instead art nothing economic mind.,2023-05-02,BBC,Jordan Thompson,Entertainment,real
Eye place ever officer man production.,2022-11-18,Daily News,Kevin Nixon,Politics,fake
Watch religious trade growth bring arm industry.,2022-08-12,Global Times,Cynthia Thompson,Entertainment,real
Morning usually else us security than.,2023-05-20,Global Times,Hunter Mitchell,Science,real
Strong specific shake dog science song chance.,2023-10-25,Reuters,Deborah Gregory,Science,fake
Word provide manage sure keep ahead.,2023-08-22,Reuters,Victoria York,Health,fake
She budget various wish.,2025-02-22,Reuters,Michael Gomez,Business,fake
Hair poor worker fact.,2023-09-10,Fox News,Glen Johnson,Technology,fake
Situation half marriage safe.,2023-05-20,Global Times,Victor Gardner,Health,fake
Really them reveal institution.,2024-02-22,Daily News,Joyce Moreno,Science,fake
Hotel major must level admit.,2025-03-08,CNN,Jessica Moreno,Entertainment,fake
Never must shoulder him eight thought sense.,2023-12-19,CNN,,Health,real
That world wonder four attack rate.,2022-12-21,NY Times,Stephen Baker,Business,fake
Nor decision these thousand green pay kind.,2023-09-14,BBC,Christine Flores,Sports,fake
Enjoy rather picture bring one prepare prepare.,2025-04-05,BBC,Robert Green,Entertainment,fake
Against official chair indicate.,2024-07-29,Global Times,Derrick Adams,Sports,real
Eight several majority.,2023-03-03,Reuters,Christopher Petty,Politics,fake
Car require small arrive summer bring fly.,2023-03-05,The Guardian,James Morrison,Business,real
Well western decade yet worry they strategy.,2023-03-13,Daily News,Abigail Molina,Entertainment,real
Visit check speak indeed daughter and usually.,2023-06-14,Daily News,Seth Edwards,Technology,fake
Finally piece never happen bit.,2022-10-31,Reuters,Lisa Beard,Sports,fake
Fast stop or country tell rate anything.,2024-03-31,Reuters,Audrey Hanson,Entertainment,real
Different all campaign lose hear.,2023-03-08,Global Times,Chelsea Mendoza,Health,real
Several stuff ten piece never very recognize job.,2022-09-10,Daily News,Shelly Campos,Science,real
People find realize allow.,2022-11-04,CNN,Anthony Peters,Politics,real
Available music candidate have word wrong whatever.,2023-06-27,BBC,Christine Glass MD,Sports,fake
Strategy open turn data ago open.,2023-10-28,NY Times,Dr. Cassandra Hernandez,Entertainment,fake
Offer base continue party talk approach.,2023-09-26,The Guardian,Christopher Johnson,Entertainment,fake
Ball should democratic their indicate man.,2024-06-03,CNN,Sandra Brennan,Science,real
Power much bed throw.,2025-03-02,Reuters,Kathy Perkins,Technology,fake
Energy bit beautiful hit main bank.,2022-12-30,The Guardian,Laura Richardson,Technology,real
Glass life several account trouble.,2025-03-01,Global Times,Derrick Anderson,Politics,fake
Age good medical when support which fire.,2024-07-07,The Guardian,Lisa Moore,Technology,fake
Begin ever minute real ahead level marriage.,2022-11-10,CNN,Katherine Scott,Entertainment,real
Ago word really term wind agree way anyone.,2022-11-25,BBC,Michael Sutton,Technology,fake
Be figure music Congress up.,2024-08-29,Reuters,Dawn Casey,Sports,real
Value history those trip down.,2022-08-21,Fox News,Jessica Nelson,Business,real
Seem personal book three note standard lawyer.,2024-02-03,CNN,,Science,real
The boy life president federal structure.,2022-11-05,,Matthew Melton,Sports,real
Western book fall but.,2022-07-18,Reuters,Christopher Boone,Entertainment,fake
Break feeling change sport.,2023-03-21,Reuters,George Cook,Politics,real
Surface herself challenge official.,2024-11-25,BBC,Miguel Guerrero,Sports,fake
Sound debate race certain look carry heart.,2022-10-10,CNN,Kimberly Patterson,Entertainment,fake
Guy interview population sport field.,2022-06-21,CNN,Lori Reynolds,Technology,fake
Decide catch body.,2023-05-18,Daily News,,Business,real
Leg customer senior able choice first open.,2023-04-24,Fox News,Patricia Anderson,Health,real
Begin half wonder final true blood simply.,2025-01-01,Fox News,Nathan Martin,Technology,real
Choice matter will defense.,2023-01-16,Daily News,Tracy Berry,Health,real
Long hospital whom door.,2023-01-04,Global Times,Lacey Frazier,Business,real
Someone several thousand partner someone friend per.,2023-06-25,NY Times,Richard Larsen,Politics,real
North his simply friend late five become anyone.,2023-03-03,Fox News,Zachary Sanders,Health,real
Tree himself practice yes leader.,2024-02-23,Global Times,Andrea Hines,Entertainment,fake
Course performance item team.,2022-07-26,Fox News,Joseph Mcgee,Sports,fake
Action see development approach technology travel.,2025-02-21,Daily News,Andrea Cantu,Technology,real
Challenge energy specific cause push save notice.,2025-01-14,BBC,Hayley Jackson,Science,real
Face remember exist discussion.,2023-11-04,Daily News,Emily Greer,Sports,real
Cell senior commercial.,2022-11-05,The Guardian,Kathy Navarro,Science,fake
Can yeah to talk half admit rule.,2024-08-08,Reuters,Brandon Smith,Health,real
Commercial will whom east type another instead.,2022-06-30,Global Times,Thomas Dennis,Politics,real
Police easy now professor individual world.,2025-03-04,Fox News,Robert Lewis,Sports,fake
Resource manage dark which dark onto.,2022-05-21,,Patricia Smith,Politics,real
Stuff site certain brother.,2023-01-10,Fox News,Mark Butler,Technology,real
Yourself line performance land stay after.,2022-10-06,NY Times,Jillian Chung,Health,fake
Discuss control contain hope short drop else.,2025-03-03,NY Times,Troy Calderon,Health,fake
Wait respond very hot.,2022-05-02,Global Times,Charles Simpson,Technology,real
Light heavy meet hospital at.,2023-04-16,The Guardian,Michelle Cooper,Entertainment,fake
Point yeah fund avoid director.,2024-08-14,BBC,Terry Galvan,Politics,real
Cause man think voice clearly.,2022-04-30,NY Times,Brittany Stewart,Business,real
Face travel president fine dinner election.,2024-11-27,Global Times,Charlotte Lucas,Business,real
Issue middle whatever stuff myself.,2023-02-09,Global Times,Nancy Martinez,Health,fake
Event role second half most into learn.,2022-08-28,Fox News,Michael Robertson,Business,fake
Explain fine daughter it day environmental wife important.,2023-07-12,The Guardian,Jillian Drake,Science,fake
Happy challenge activity agreement situation prove always attorney.,2023-05-08,Daily News,Michael Allen,Science,fake
Lead skill carry paper.,2025-01-09,The Guardian,Veronica Costa,Technology,real
Ahead understand stage party degree politics.,2024-04-18,Reuters,Lori Walker,Health,real
Magazine address responsibility bag section a available.,2023-02-08,The Guardian,Sean Owens,Technology,fake
Good subject morning father happen capital.,2023-04-08,Fox News,Linda Morgan,Technology,fake
Practice imagine marriage agreement director.,2024-04-22,The Guardian,Eric Reynolds,Technology,fake
Discuss consumer support director win.,2023-02-07,Daily News,Destiny May,Entertainment,real
Grow growth activity contain.,2023-07-15,Global Times,Kevin Ruiz,Health,fake
Energy goal hope safe source tough.,2022-04-28,Global Times,Juan Gregory,Business,fake
Prove executive marriage who pass start network.,2025-03-23,Global Times,Alejandra Allen,Health,fake
Debate address system guess.,2025-04-06,The Guardian,Matthew Johnson,Entertainment,fake
Early wish consumer else watch loss page future.,2023-11-28,Reuters,Denise Calderon,Technology,real
Discussion itself score partner.,2024-10-22,Fox News,Jeffery Hernandez,Politics,real
Consider research four every.,2024-05-28,BBC,Jay Watson,Politics,real
Second charge look hard run seat spring.,2023-02-01,CNN,Linda Livingston,Science,fake
Everybody to most call.,2023-05-24,Global Times,James Keller,Politics,real
Method ground five for price.,2024-05-02,Reuters,Amy Ortega,Science,real
While across set pattern study out finally.,2025-01-17,CNN,,Sports,fake
Result Congress as many hard by show.,2023-05-28,The Guardian,Martin Adams,Health,real
Assume up seat sister Mr age.,2023-01-12,CNN,Amy Lowery,Science,fake
Own prepare worry three home few.,2024-06-11,The Guardian,Michelle Simpson,Sports,real
While talk significant have perform point.,2024-08-20,BBC,Sabrina Ramos,Politics,real
Might anyone loss conference ability leg knowledge.,2023-06-12,Fox News,John Rollins,Science,real
Remain feeling thing least laugh thank.,2024-10-09,CNN,Timothy Hernandez,Health,real
Business although start.,2024-10-09,The Guardian,Kristen Maxwell,Entertainment,fake
Manager professor also simply choose.,2023-03-23,,Philip Ramirez,Entertainment,real
Ever way what century around.,2023-01-09,,James Maddox,Politics,real
Choose first manager history put computer why wear.,2023-05-03,Fox News,Eric Spencer,Business,real
Probably notice its score but.,2024-11-05,Daily News,Christy Dixon,Sports,fake
Buy bad compare up.,2025-02-15,CNN,Tanya Martinez,Entertainment,fake
Let sing red yourself interview dog standard.,2022-06-12,CNN,Natasha Gonzalez,Entertainment,real
Strategy quickly appear light provide.,2022-12-03,Fox News,April Martin,Entertainment,fake
Defense second number away.,2023-08-28,Global Times,Jonathan Wright,Science,fake
Data month send coach goal.,2024-08-31,Global Times,Alexander Hickman,Business,fake
Under some them check age.,2024-06-10,NY Times,Aaron Franklin,Entertainment,fake
Only pick and why possible store number.,2025-01-26,The Guardian,Michael Dixon,Business,real
Hold believe itself teach.,2023-01-19,Fox News,Erin Wilson,Entertainment,fake
Education where middle my man civil.,2024-09-14,CNN,James Smith,Entertainment,real
Station professional guy teach success executive.,2023-05-20,Global Times,,Science,real
Claim customer interesting behavior population ability produce.,2023-02-03,Reuters,Rachel Smith,Sports,fake
Learn issue probably girl realize appear out phone.,2024-09-01,Reuters,Alicia Alvarez,Entertainment,fake
Some Mrs think stay bank leader.,2025-04-25,CNN,Glenn Jones,Technology,fake
Start theory add simple street raise.,2022-08-11,,Stephanie Bryant,Technology,real
Mean education join onto star civil child.,2022-09-07,CNN,Donald Mitchell,Health,real
See who book theory line appear bit.,2023-11-12,BBC,Jason Frank MD,Technology,fake
Environment PM beautiful respond ground process human subject.,2023-07-29,CNN,Michael Ortega,Science,fake
Tv one military current write couple.,2023-03-08,Reuters,Victoria Murphy,Business,fake
Live son law often.,2023-01-05,CNN,Joseph Kelly,Business,real
Rich all contain partner.,2023-05-04,,Sandy Washington,Entertainment,real
Current thing save series.,2023-08-25,NY Times,Martha Mitchell,Sports,real
Sort finish tonight hotel various.,2025-01-22,CNN,Steven Wells,Sports,real
Accept remember few seat next business.,2024-02-10,CNN,,Health,fake
Field smile like soldier scientist remember.,2022-07-02,BBC,Sean Higgins,Sports,fake
Second wife record mean.,2025-02-23,NY Times,Travis Monroe,Politics,real
Store buy control would fire lose no.,2025-04-20,CNN,Jenna Houston,Health,real
Building manager sound.,2022-05-21,Reuters,Dalton Cox,Technology,fake
Light time school lay whom after.,2022-06-16,BBC,Thomas Andrade,Science,real
Life someone arrive wall article ready.,2024-11-16,,Austin Morales,Sports,real
Must partner nothing use general white.,2025-04-17,The Guardian,Diamond Smith,Science,fake
Century own investment memory.,2022-12-30,CNN,Cameron Bell,Business,real
Suddenly third various science prepare.,2022-11-04,The Guardian,Cynthia Tanner,Sports,fake
Also market truth center.,2024-05-05,,Justin Estrada,Entertainment,real
Paper begin open again.,2022-10-16,,Steven Johnson,Politics,real
Speak career nice ok class.,2024-12-15,Global Times,Matthew Hammond,Business,fake
Child easy particular talk.,2022-12-31,Daily News,Bryan White,Business,fake
Eye along because heart thank teach.,2023-12-31,BBC,Michael Morales,Business,fake
Trouble threat involve left clear fish religious.,2023-03-21,Reuters,Melanie Johnson,Sports,fake
Thus important tax yeah.,2024-12-19,Fox News,Carolyn Gibson,Health,fake
During about force already cost lose.,2022-08-10,NY Times,Andrea Abbott,Business,fake
Lay toward lose military sing argue detail.,2024-11-04,Fox News,David Reed,Politics,real
Memory black education up other federal.,2023-01-08,,,Politics,fake
Any final happy.,2024-05-10,CNN,Justin Edwards,Entertainment,fake
Whom develop audience certain.,2022-11-14,Fox News,,Health,real
List institution country space.,2024-06-03,Fox News,Taylor Ramos,Technology,fake
Upon do rate Congress stand phone suffer.,2025-02-26,Global Times,Tricia Cox,Politics,real
Finish understand industry heart.,2022-09-10,BBC,Lori Powell,Science,fake
